,Descripción,Unidad,Precio,$,Tipo
165,"CTO
212,63
$
CONECTORES DE CORTE ACERO NS-750/300 (3/4 X 3"")",,,,"CTO
212,63
$
CONECTORES DE CORTE ACERO NS-750/300 (3/4 X 3"")"
166,"CTO
252,95
$
CONECTORES DE CORTE ACERRO NS-750/400 (3/4 X 4"")",,,,"CTO
252,95
$
CONECTORES DE CORTE ACERRO NS-750/400 (3/4 X 4"")"
167,TOPES DE BORDE,,,,TOPES DE BORDE
168,"TOPE DE BORDE ACERO-DECK 2.50 MTS, CALIBRE 20 / TB-90/170, 
100/170, 110/170",PZA,"17,76",$,TOPES DE BORDE
169,"TOPE DE BORDE ACERO-DECK 2.50 MTS, CALIBRE 20 / TB-120/200, 
130/200, 140/200",PZA,"20,76",$,TOPES DE BORDE
170,"TOPE DE BORDE ACERO-DECK 2.50 MTS, CALIBRE 20 / TB-150/240, 
160/240, 170/240, 180/240",PZA,"24,61",$,TOPES DE BORDE
171,"TOPE DE BORDE ACERO-DECK 2.50 MTS, CALIBRE 20 / TB-190/300, 
200/300",PZA,"31,35",$,TOPES DE BORDE
172,TOPES DE CIERRE,,,,TOPES DE CIERRE
173,"PZA
12,31
$
TOPE DE CIERRE ACERO-DECK 2.50MTS, CALIBRE 20/TC-40/100",,,,"PZA
12,31
$
TOPE DE CIERRE ACERO-DECK 2.50MTS, CALIBRE 20/TC-40/100"
174,"PZA
14,87
$
TOPE DE CIERRE ACERO-DECK 2.50MTS, CALIBRE 20/TC-60/120",,,,"PZA
14,87
$
TOPE DE CIERRE ACERO-DECK 2.50MTS, CALIBRE 20/TC-60/120"
175,"PZA
18,51
$
TOPE DE CIERRE ACERO-DECK 2.50MTS, CALIBRE 20/TC-75/150",,,,"PZA
18,51
$
TOPE DE CIERRE ACERO-DECK 2.50MTS, CALIBRE 20/TC-75/150"
176,PLANCHA MULTI-DECK,,,,PLANCHA MULTI-DECK
177,"PZA
22,22
$
PLANCHA MULTI-DECK MD600 / E=0.76 MM A=0.90 M CALIBRE 22",,,,"PZA
22,22
$
PLANCHA MULTI-DECK MD600 / E=0.76 MM A=0.90 M CALIBRE 22"
178,"PZA
26,67
$
PLANCHA MULTI-DECK MD600 / E=0.90 MM A=0.90 M CALIBRE 20",,,,"PZA
26,67
$
PLANCHA MULTI-DECK MD600 / E=0.90 MM A=0.90 M CALIBRE 20"
179,"PZA
38,78
$
PLANCHA MULTI-DECK MD600 / E=1.20 MM A=0.90 M CALIBRE 18",,,,"PZA
38,78
$
PLANCHA MULTI-DECK MD600 / E=1.20 MM A=0.90 M CALIBRE 18"
180,"Precios referencial, basado en la cantidad de m2. La placa colaborante Acero Deck se fabrica a la medida requerida por 
el cliente, la cantidad mínima de conectores de corte es de 100 pza.",,,,"Precios referencial, basado en la cantidad de m2. La placa colaborante Acero Deck se fabrica a la medida requerida por 
el cliente, la cantidad mínima de conectores de corte es de 100 pza."
181,"PERNO HEXAG.ROSCA CORRIENTE G-2 6""X1""",CTO,"271,38",$,"Precios referencial, basado en la cantidad de m2. La placa colaborante Acero Deck se fabrica a la medida requerida por 
el cliente, la cantidad mínima de conectores de corte es de 100 pza."
182,"PERNO HEXAG.ROSCA CORRIENTE G-2 7""X3/8""",CTO,"35,45",$,"Precios referencial, basado en la cantidad de m2. La placa colaborante Acero Deck se fabrica a la medida requerida por 
el cliente, la cantidad mínima de conectores de corte es de 100 pza."
183,"PERNO HEXAG.ROSCA CORRIENTE G-2 7""X1/2""",CTO,"68,9",$,"Precios referencial, basado en la cantidad de m2. La placa colaborante Acero Deck se fabrica a la medida requerida por 
el cliente, la cantidad mínima de conectores de corte es de 100 pza."
184,"PERNO HEXAG.ROSCA CORRIENTE G-2 7""X5/8""",CTO,"96,85",$,"Precios referencial, basado en la cantidad de m2. La placa colaborante Acero Deck se fabrica a la medida requerida por 
el cliente, la cantidad mínima de conectores de corte es de 100 pza."
185,"PERNO HEXAG.ROSCA CORRIENTE G-2 7""X3/4""",CTO,146,$,"Precios referencial, basado en la cantidad de m2. La placa colaborante Acero Deck se fabrica a la medida requerida por 
el cliente, la cantidad mínima de conectores de corte es de 100 pza."
186,"PERNO HEXAG.ROSCA CORRIENTE G-2 7""X7/8""",CTO,"247,85",$,"Precios referencial, basado en la cantidad de m2. La placa colaborante Acero Deck se fabrica a la medida requerida por 
el cliente, la cantidad mínima de conectores de corte es de 100 pza."
187,"PERNO HEXAG.ROSCA CORRIENTE G-2 7""X1""",CTO,"295,6",$,"Precios referencial, basado en la cantidad de m2. La placa colaborante Acero Deck se fabrica a la medida requerida por 
el cliente, la cantidad mínima de conectores de corte es de 100 pza."
188,ARANDELA PLANA DE FE,,,,ARANDELA PLANA DE FE
189,"ARANDELA ACERO GALVANIZADO 1/8""",CTO,"0,26",$,ARANDELA PLANA DE FE
190,"ARANDELA ACERO GALVANIZADO 5/32""",PZA,"0,34",$,ARANDELA PLANA DE FE
191,"ARANDELA ACERO GALVANIZADO 3/16""",PZA,"0,55",$,ARANDELA PLANA DE FE
192,"ARANDELA ACERO GALVANIZADO 1/4""",CTO,"2,03",$,ARANDELA PLANA DE FE
193,"ARANDELA ACERO GALVANIZADO 5/16""",CTO,"2,19",$,ARANDELA PLANA DE FE
194,"ARANDELA ACERO GALVANIZADO 3/8""",CTO,"3,23",$,ARANDELA PLANA DE FE
195,"ARANDELA ACERO GALVANIZADO 7/16""",CTO,"3,32",$,ARANDELA PLANA DE FE
196,"ARANDELA ACERO GALVANIZADO 1/2""",CTO,"4,91",$,ARANDELA PLANA DE FE
197,"ARANDELA ACERO GALVANIZADO 9/16""",CTO,"7,08",$,ARANDELA PLANA DE FE
198,"ARANDELA ACERO GALVANIZADO 5/8""",CTO,"9,48",$,ARANDELA PLANA DE FE
199,"ARANDELA ACERO GALVANIZADO 3/4""",CTO,"13,04",$,ARANDELA PLANA DE FE
200,"ARANDELA ACERO GALVANIZADO 7/8""",CTO,"13,47",$,ARANDELA PLANA DE FE
201,"ARANDELA ACERO GALVANIZADO 1""",CTO,"14,91",$,ARANDELA PLANA DE FE
202,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO,,,,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
203,"TUERCA HEXAG.ROSCA CORRIENTE G-2 ZINCADO 1/8""",CTO,"0,2",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
204,"TUERCA HEXAG.ROSCA CORRIENTE G-2 ZINCADO 5/32""",CTO,"0,33",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
205,"TUERCA HEXAG.ROSCA CORRIENTE G-2 ZINCADO 3/16""",CTO,"0,47",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
206,"TUERCA HEXAG.ROSCA CORRIENTE G-2  ZINCADO 1/4""",CTO,"1,06",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
207,"TUERCA HEXAG.ROSCA CORRIENTE G-2 ZINCADO 5/16""",CTO,"1,57",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
208,"TUERCA HEXAG.ROSCA CORRIENTE G-2 ZINCADO 3/8""",CTO,"2,67",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
209,"TUERCA HEXAG.ROSCA CORRIENTE G-2 ZINCADO 7/16""",CTO,"4,35",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
210,"TUERCA HEXAG.ROSCA CORRIENTE G-2 ZINCADO 1/2""",CTO,"5,5",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
211,"TUERCA HEXAG.ROSCA CORRIENTE G-2 ZINCADO 9/16""",CTO,"10,48",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
212,"TUERCA HEXAG.ROSCA CORRIENTE G-2 ZINCADO 5/8""",CTO,"11,7",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
213,"TUERCA HEXAG.ROSCA CORRIENTE ZINCADO G-2 3/4""",CTO,"17,75",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
214,"TUERCA HEXAG.ROSCA CORRIENTE G-2 ZINCADO 1""",CTO,"43,51",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
215,"TUERCA HEXAG.ROSCA CORRIENTE G-2 7/8""",CTO,"31,88",$,TUERCA HEXAGONAL ROSCA CORRIENTE GRADO 2 ZINCADO
216,ARANDELA PRESION DE FE,,,,ARANDELA PRESION DE FE
217,"ARANDELA PRESION 1/8""",CTO,"0,41",$,ARANDELA PRESION DE FE
218,"ARANDELA PRESION 5/32""",CTO,"0,41",$,ARANDELA PRESION DE FE
219,"ARANDELA PRESION 3/16""",CTO,"0,5",$,ARANDELA PRESION DE FE
220,"ARANDELA PRESION 1/4""",CTO,"0,72",$,ARANDELA PRESION DE FE
221,"ARANDELA PRESION 5/16""",CTO,"1,15",$,ARANDELA PRESION DE FE
222,"ARANDELA PRESION 3/8""",CTO,"1,59",$,ARANDELA PRESION DE FE
223,"ARANDELA PRESION 7/16""",CTO,"2,46",$,ARANDELA PRESION DE FE
224,"ARANDELA PRESION 1/2""",CTO,"3,26",$,ARANDELA PRESION DE FE
225,"ARANDELA PRESION 9/16""",CTO,"4,89",$,ARANDELA PRESION DE FE
226,"ARANDELA PRESION 5/8""",CTO,"6,88",$,ARANDELA PRESION DE FE
227,"ARANDELA PRESION 3/4""",CTO,"11,54",$,ARANDELA PRESION DE FE
228,"ARANDELA PRESION 7/8""",CTO,"15,52",$,ARANDELA PRESION DE FE
229,"ARANDELA PRESION 1""",CTO,"22,95",$,ARANDELA PRESION DE FE
230,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2,,,,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
231,"VARILLA ROSCADA ZINC 3/16"" X 1MT",PZA,"0,47",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
232,"VARILLA ROSCADA ZINC 1/4"" X 1MT",PZA,"0,57",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
233,"VARILLA ROSCADA ZINC 5/16"" X 1MT",PZA,"0,88",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
234,"VARILLA ROSCADA ZINC 3/8"" X 1MT",PZA,"1,25",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
235,"VARILLA ROSCADA ZINC 1/2"" X 1MT",PZA,"2,29",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
236,"VARILLA ROSCADA ZINC 5/8"" X 1MT",PZA,"3,59",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
237,"VARILLA ROSCADA ZINC 3/4"" X 1MT",PZA,"5,29",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
238,"VARILLA ROSCADA ZINC 7/8"" X 1MT",PZA,"7,86",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
239,"VARILLA ROSCADA ZINC 1"" X 1MT",PZA,"9,72",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
240,"VARILLA ROSCADA ZINC 1/4"" X 1.80MT",PZA,1,$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
241,"VARILLA ROSCADA ZINC 3/8"" X 1.80MT",PZA,"1,71",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
242,"VARILLA ROSCADA ZINC 1/2"" X 1.80MT",PZA,"2,21",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
243,"VARILLA ROSCADA ZINC 5/8"" X 1.80MT",PZA,"4,17",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
244,"VARILLA ROSCADA ZINC 3/4"" X 1.80MT",PZA,"6,52",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
245,"VARILLA ROSCADA ZINC 5/16"" X 1.80MT",M,"9,72",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
246,"VARILLA ROSCADA ZINC 1"" X 1.80MT",PZA,"19,45",$,VARILLA ROSCADA ZINCADA X 1 MT. GRADO 2
247,Lista de precios incluye transporte para Lima Metropolitana. Descuento especial al por mayor.,,,,Lista de precios incluye transporte para Lima Metropolitana. Descuento especial al por mayor.
248,PLACA COLABORANTE,,,,PLACA COLABORANTE
249,"PLACA COLABORANTE ACERO-DECK AD 900 / E=0.76 MM A=0.90 M 
CALIBRE 22",M2,"22,22",$,PLACA COLABORANTE
250,"PLACA COLABORANTE ACERO-DECK AD 900 / E=0.90 MM A=0.90 M 
CALIBRE 20",M2,"26,67",$,PLACA COLABORANTE
251,"PLACA COLABORANTE ACERO-DECK AD 600 / E=0.76 MM A=0.90 M 
CALIBRE 22",M2,"22,22",$,PLACA COLABORANTE
252,"PLACA COLABORANTE ACERO-DECK AD 600 / E=0.90 MM A=0.90 M 
CALIBRE 20",M2,"26,67",$,PLACA COLABORANTE
253,ANGULO FIERRO NEGRO,,,,ANGULO FIERRO NEGRO
254,ANGULO ACERO NEGRO IGUAL 2.5MM X 20MM X 6M (F.N.),PZA,19.2,,ANGULO FIERRO NEGRO
255,ANGULO ACERO NEGRO IGUAL 2.5MM X 25MM X 6M (F.N.),PZA,22.56,,ANGULO FIERRO NEGRO
256,"ANGULO ACERO NEGRO IGUAL 1.1/4"" X 1.1/4"" X   1/8"" X 6M (F.N.)",PZA,32.43,,ANGULO FIERRO NEGRO
257,"ANGULO ACERO NEGRO IGUAL 1/8"" X 1.1/2"" X  1 1/4"" X 6M (F.N.)",PZA,41.26,,ANGULO FIERRO NEGRO
258,ANGULO ACERO NEGRO IGUAL 3.0MM X 20MM X 6M (N),PZA,21.92,,ANGULO FIERRO NEGRO
259,ANGULO ACERO NEGRO IGUAL 3.0MM X 25MM X 6M (N),PZA,29.48,,ANGULO FIERRO NEGRO
260,"ANGULO ACERO NEGRO IGUAL 1.1/4"" X 1.1/4"" X   1/8"" X 6M (N)",PZA,35.64,,ANGULO FIERRO NEGRO
261,"ANGULO ACERO NEGRO IGUAL 1.1/2"" X 1.1/2"" X   1/8"" X 6M (N)",PZA,44.82,,ANGULO FIERRO NEGRO
262,"ANGULO ACERO NEGRO IGUAL       1"" X       1"" X 3/16"" X 6M",PZA,46.78,,ANGULO FIERRO NEGRO
263,"ANGULO ACERO NEGRO IGUAL 1.1/2"" X 1.1/2"" X 3/16"" X 6M",PZA,61.79,,ANGULO FIERRO NEGRO
264,"ANGULO ACERO NEGRO IGUAL 1.1/2"" X 1.1/2"" X   1/4"" X 6M",PZA,84.48,,ANGULO FIERRO NEGRO
265,"ANGULO ACERO NEGRO IGUAL       2"" X       2"" X   1/8"" X 6M",PZA,59.42,,ANGULO FIERRO NEGRO
266,"ANGULO ACERO NEGRO IGUAL       2"" X       2"" X 3/16"" X 6M",PZA,93.31,,ANGULO FIERRO NEGRO
267,"ANGULO ACERO NEGRO IGUAL       2"" X       2"" X   1/4"" X 6M",PZA,111.03,,ANGULO FIERRO NEGRO
268,"ANGULO ACERO NEGRO IGUAL 2.1/2"" X 2.1/2"" X 3/16"" X 6M",PZA,112.33,,ANGULO FIERRO NEGRO
269,"ANGULO ACERO NEGRO IGUAL 2.1/2"" X 2.1/2"" X   1/4"" X 6M",PZA,154.86,,ANGULO FIERRO NEGRO
270,"ANGULO ACERO NEGRO IGUAL       3"" X       3"" X   1/4"" X 6M",PZA,191.14,,ANGULO FIERRO NEGRO
271,"ANGULO ACERO NEGRO IGUAL       4"" X       4"" X   1/4"" X 6M",PZA,225.24,,ANGULO FIERRO NEGRO
272,PLATINA FIERRO NEGRO,,,,PLATINA FIERRO NEGRO
273,"PLATINA ACERO NEGRO    1/2"" X   1/8"" X 6 M",PZA,8.03,,PLATINA FIERRO NEGRO
274,"PLATINA ACERO NEGRO    3/4"" X   1/8"" X 6 M",PZA,12.24,,PLATINA FIERRO NEGRO
275,"PLATINA ACERO NEGRO       1"" X   1/8"" X 6 M",PZA,16.5,,PLATINA FIERRO NEGRO
276,"PLATINA ACERO NEGRO 1.1/2"" X   1/8"" X 6 M",PZA,23.49,,PLATINA FIERRO NEGRO
277,"PLATINA ACERO NEGRO       2"" X   1/8"" X 6 M",PZA,30.92,,PLATINA FIERRO NEGRO
278,"PLATINA ACERO NEGRO       3"" X   1/8"" X 6 M",PZA,47.97,,PLATINA FIERRO NEGRO
279,"PLATINA ACERO NEGRO       4"" X   1/8"" X 6 M",PZA,71.73,,PLATINA FIERRO NEGRO
280,"PLATINA ACERO NEGRO    1/2"" X 3/16"" X 6 M",PZA,19.75,,PLATINA FIERRO NEGRO
281,"PLATINA ACERO NEGRO    3/4"" X 3/16"" X 6 M",PZA,21.49,,PLATINA FIERRO NEGRO
282,"PLATINA ACERO NEGRO       1"" X 3/16"" X 6 M",PZA,28.35,,PLATINA FIERRO NEGRO
283,"PLATINA ACERO NEGRO 1.1/2"" X 3/16"" X 6 M",PZA,34.42,,PLATINA FIERRO NEGRO
284,"PLATINA ACERO NEGRO       2"" X 3/16"" X 6 M",PZA,48.59,,PLATINA FIERRO NEGRO
285,"PLATINA ACERO NEGRO 2.1/2"" X 3/16"" X 6 M",PZA,54.53,,PLATINA FIERRO NEGRO
286,"PLATINA ACERO NEGRO       3"" X 3/16"" X 6 M",PZA,73.46,,PLATINA FIERRO NEGRO
287,"PLATINA ACERO NEGRO       4"" X 3/16"" X 6 M",PZA,120.69,,PLATINA FIERRO NEGRO
288,"PLATINA ACERO NEGRO    1/2"" X   1/4"" X 6 M",PZA,22.45,,PLATINA FIERRO NEGRO
289,"PLATINA ACERO NEGRO    3/4"" X   1/4"" X 6 M",PZA,31.81,,PLATINA FIERRO NEGRO
290,"PLATINA ACERO NEGRO       1"" X   1/4"" X 6 M",PZA,35.79,,PLATINA FIERRO NEGRO
291,"PLATINA ACERO NEGRO 1.1/2"" X   1/4"" X 6 M",PZA,55.87,,PLATINA FIERRO NEGRO
292,"PLATINA ACERO NEGRO       2"" X   1/4"" X 6 M",PZA,66.92,,PLATINA FIERRO NEGRO
293,"PLATINA ACERO NEGRO 2.1/2"" X   1/4"" X 6 M",PZA,77.1,,PLATINA FIERRO NEGRO
294,"PLATINA ACERO NEGRO       3"" X   1/4"" X 6 M",PZA,91.62,,PLATINA FIERRO NEGRO
295,"PLATINA ACERO NEGRO       4"" X   1/4"" X 6 M",PZA,116.42,,PLATINA FIERRO NEGRO
296,"PLATINA ACERO NEGRO       1"" X   3/8"" X 6 M",PZA,71.03,,PLATINA FIERRO NEGRO
297,"PANEL HIANSA EASY AGRO  3GR CON TAPAJUNTA (PUR) DE 50MM Y 
LÁMINAS 0.5/POLIESTER",M2,56.78,,PLATINA FIERRO NEGRO
298,"PANEL HIANSA HI-ROCK 3GR CON TAPAJUNTA (LANA DE ROCA) DE 
40MM Y LÁMINAS 0.5/0.5MM",M2,64.56,,PLATINA FIERRO NEGRO
299,PANEL HIANSA TEJA (PUR) DE 20MM Y LÁMINAS 0.4/0.4MM,M2,67.98,,PLATINA FIERRO NEGRO
300,"PANEL METECNO MOD. TECHMET 4GR (PUR) DE 25MM Y LÁMINAS 
0.5/0.4MM",M2,52.09,,PLATINA FIERRO NEGRO
301,IMPERMEABILIZANTES ASFALTICOS,,,,IMPERMEABILIZANTES ASFALTICOS
302,"MEMBRANA ASFÁLTICA APP STANDARD 3MM DE ESPESOR (ROLLO : 
10.00M2)",RLL,68.8,,IMPERMEABILIZANTES ASFALTICOS
303,"MEMBRANA ASFÁLTICA APP ANTI-RAIZ 3MM DE ESPESOR (ROLLO : 
10.00M2)",RLL,69.5,,IMPERMEABILIZANTES ASFALTICOS
304,"MEMBRANA ASFÁLTICA APP GRAVILLADA DE 4.5KG/M2 (ROLLO : 
10.00M2)",RLL,87.2,,IMPERMEABILIZANTES ASFALTICOS
305,IMPRIMANTE (BALDE 5GL),PZA,56.7,,IMPERMEABILIZANTES ASFALTICOS
306,IMPERMEABILIZANTES CEMENTICIOS,,,,IMPERMEABILIZANTES CEMENTICIOS
307,"UND
160
IMPERMEABILIZANTE VELOSIT CW-111 (BOLSA : 25KG)",,,,"UND
160
IMPERMEABILIZANTE VELOSIT CW-111 (BOLSA : 25KG)"
308,"UND
150
IMPERMEABILIZANTE VELOSIT WP-101 (BOLSA : 25KG)",,,,"UND
150
IMPERMEABILIZANTE VELOSIT WP-101 (BOLSA : 25KG)"
309,IMPERMERABILIZANTE ACRILICO,,,,IMPERMERABILIZANTE ACRILICO
310,"BALDE
50.24
IMPERMEABILIZANTE ACRÍLICO THERMOTEK IMPER 3 (BALDE 19L)",,,,"BALDE
50.24
IMPERMEABILIZANTE ACRÍLICO THERMOTEK IMPER 3 (BALDE 19L)"
311,"Paneles Termicos de Cobertura y Fachada con asislamiento PUR - PIR y Lana de Roca en espesores desde 20mm hasta 
180mm con largos hasta 11.80m. (Se modula de acuerdo al proyecto)",,,,"Paneles Termicos de Cobertura y Fachada con asislamiento PUR - PIR y Lana de Roca en espesores desde 20mm hasta 
180mm con largos hasta 11.80m. (Se modula de acuerdo al proyecto)"
312,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV",,,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
313,"PLATINA ACERO NEGRO 1.1/2"" X   3/8"" X 6 M",PZA,75.44,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
314,"PLATINA ACERO NEGRO       2"" X   3/8"" X 6 M",PZA,90.08,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
315,"PLATINA ACERO NEGRO 2.1/2"" X   3/8"" X 6 M",PZA,107.49,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
316,"PLATINA ACERO NEGRO       3"" X   3/8"" X 6 M",PZA,147.03,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
317,"PLATINA ACERO NEGRO       4"" X   3/8"" X 6 M",PZA,207.83,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
318,"PLATINA ACERO NEGRO       1"" X   1/2"" X 6 M",PZA,102.45,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
319,"PLATINA ACERO NEGRO 1.1/2"" X   1/2"" X 6 M",PZA,168.11,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
320,"PLATINA ACERO NEGRO       2"" X   1/2"" X 6 M",PZA,188.04,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
321,"PLATINA ACERO NEGRO 2.1/2"" X   1/2"" X 6 M",PZA,197.36,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
322,"PLATINA ACERO NEGRO       3"" X   1/2"" X 6 M",PZA,208.08,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
323,"PLATINA ACERO NEGRO       4"" X   1/2"" X 6 M",PZA,265.13,,"NO INCLUYE TRASLADO A OBRA, NO INCLUYE IGV"
324,TUBO FIERRO NEGRO ELECTROSOLDADO,,,,TUBO FIERRO NEGRO ELECTROSOLDADO
325,"TUBO ACERO NEGRO ELECTROS. CUADRADO 3/4"" X 1.5 MM X 6 M",PZA,24.99,,TUBO FIERRO NEGRO ELECTROSOLDADO
326,"TUBO ACERO NEGRO ELECTROS. CUADRADO 1"" X 1.5 MM X 6 M",PZA,34.03,,TUBO FIERRO NEGRO ELECTROSOLDADO
327,"TUBO ACERO NEGRO ELECTROS. CUADRADO 1 1/4"" X 1.5 MM X 6 M",PZA,42.87,,TUBO FIERRO NEGRO ELECTROSOLDADO
328,"TUBO ACERO NEGRO ELECTROS. CUADRADO 1 1/2"" X 1.5 MM X 6 M",PZA,48.08,,TUBO FIERRO NEGRO ELECTROSOLDADO
329,"TUBO ACERO NEGRO ELECTROS. CUADRADO 2"" X 2.0 MM X 6 M",PZA,73.37,,TUBO FIERRO NEGRO ELECTROSOLDADO
330,"TUBO ACERO NEGRO ELECTROS. REDONDO  3/4"" X 1.5 MM X 6 M",PZA,23.46,,TUBO FIERRO NEGRO ELECTROSOLDADO
331,"TUBO ACERO NEGRO ELECTROS. REDONDO 1""X 1.5 MM X 6 M",PZA,28.17,,TUBO FIERRO NEGRO ELECTROSOLDADO
332,"TUBO ACERO NEGRO ELECTROS. REDONDO 1 1/4"" X 1.5 MM X 6 M",PZA,32.62,,TUBO FIERRO NEGRO ELECTROSOLDADO
333,"TUBO ACERO NEGRO ELECTROS. REDONDO 1 1/2"" X 1.5 MM X 6 M",PZA,39.63,,TUBO FIERRO NEGRO ELECTROSOLDADO
334,TUBO ACERO NEGRO ELECTROS. REDONDO 1 3/4'' X 1.5 MM X 6 M,PZA,49.46,,TUBO FIERRO NEGRO ELECTROSOLDADO
335,"TUBO ACERO NEGRO ELECTROS. REDONDO 2"" X 2.0 MM X 6 M",PZA,71.81,,TUBO FIERRO NEGRO ELECTROSOLDADO
336,PLANCHA NEGRA DELGADA LAF,,,,PLANCHA NEGRA DELGADA LAF
337,"PZA
84.96
PLANCHA ACERO NEGRO LAF 0.90 X 1200 X 2400 MM (1/27)",,,,"PZA
84.96
PLANCHA ACERO NEGRO LAF 0.90 X 1200 X 2400 MM (1/27)"
338,"PZA
94.63
PLANCHA ACERO NEGRO LAF 1.20 X 1200 X 2400 MM (1/20)",,,,"PZA
94.63
PLANCHA ACERO NEGRO LAF 1.20 X 1200 X 2400 MM (1/20)"
339,"PZA
119.26
PLANCHA ACERO NEGRO LAF 1.50 X 1200 X 2400 MM (1/16)",,,,"PZA
119.26
PLANCHA ACERO NEGRO LAF 1.50 X 1200 X 2400 MM (1/16)"
340,"PZA
154.25
PLANCHA ACERO NEGRO LAF 2.00 X 1200 X 2400 MM (5/64)",,,,"PZA
154.25
PLANCHA ACERO NEGRO LAF 2.00 X 1200 X 2400 MM (5/64)"
341,PLANCHA NEGRA DELGADA LAC,,,,PLANCHA NEGRA DELGADA LAC
342,"PZA
175.46
PLANCHA ACERO NEGRO LAC   2.5 X 1220 X 2400 MM (3/32)",,,,"PZA
175.46
PLANCHA ACERO NEGRO LAC   2.5 X 1220 X 2400 MM (3/32)"
343,"PZA
225.37
PLANCHA ACERO NEGRO LAC   3.0 X 1220 X 2400 MM (1/8)",,,,"PZA
225.37
PLANCHA ACERO NEGRO LAC   3.0 X 1220 X 2400 MM (1/8)"
344,"PZA
326.71
PLANCHA ACERO NEGRO LAC   4.5 X 1220 X 2400 MM (3/16)",,,,"PZA
326.71
PLANCHA ACERO NEGRO LAC   4.5 X 1220 X 2400 MM (3/16)"
345,PLANCHA NEGRA GRUESA LAC,,,,PLANCHA NEGRA GRUESA LAC
346,"PLANCHA ACERO NEGRO LAC   6.0 X 1200 X 2400 MM (1/4"")",PZA,447.53,,PLANCHA NEGRA GRUESA LAC
347,"PLANCHA ACERO NEGRO LAC   8.0 X 1220 X 2400 MM (5/16"")",PZA,497.21,,PLANCHA NEGRA GRUESA LAC
348,"PLANCHA ACERO NEGRO LAC   9.5 X 1220 X 2400 MM (3/8"")",PZA,679.61,,PLANCHA NEGRA GRUESA LAC
349,"PLANCHA ACERO NEGRO LAC 12.5 X 1220 X 2400 MM (1/2"")",PZA,764.03,,PLANCHA NEGRA GRUESA LAC
350,"PLANCHA ACERO NEGRO LAC 20.0 X 1220 X 2400 MM (3/4"")",PZA,1397.92,,PLANCHA NEGRA GRUESA LAC
351,"PLANCHA ACERO NEGRO LAC 25.0 X 1220 X 2400 MM (1"")",PZA,1714.25,,PLANCHA NEGRA GRUESA LAC
352,"PLANCHA ACERO NEGRO LAC 32.0 X 1200 X 2400 MM (1 1/4"")",PZA,2424.42,,PLANCHA NEGRA GRUESA LAC
